object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line,cultural_context_reason,cultural_context,text_for_embedding,mid_year,visual_x,visual_y,semantic_x,semantic_y
39134,"Jain Siddha Bahubali, Entwined with Forest Vines",Figure,India (Karnataka),Chalukyan period,571,699,,,,,Copper alloy,Sculpture,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Men; Vines,https://images.metmuseum.org/CRDImages/as/original/DP216814.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP216814.jpg,https://www.metmuseum.org/art/collection/search/39134,True,The Metropolitan Museum of Art Collection API,Ritual; India,Asian Art,,,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",insufficient or ambiguous contextual evidence,Other,"Title: Jain Siddha Bahubali, Entwined with Forest Vines Object type: Figure Culture: India (Karnataka) Period: Chalukyan period Medium: Copper alloy Classification: Sculpture Tags: Men; Vines",635.0,0.25699475,0.08068511,0.118964925,0.06752573
39482,Mandala of Wakamiya of Kasuga Shrine (Kasuga wakamiya mandara),Hanging scroll,Japan,Nanbokuchō period (1336–92),1300,1333,,,,,"Hanging scroll; ink, color, gold, and cut gold on silk",Paintings,"Purchase, Lila Acheson Wallace Gift, 1997, and Gift of the Mary and Jackson Burke Foundation, 2015",Swords; Lotuses; Buddhism; Deities,https://images.metmuseum.org/CRDImages/as/original/DT374578.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT374578.jpg,https://www.metmuseum.org/art/collection/search/39482,True,The Metropolitan Museum of Art Collection API,Buddhist; Bodhisattva; Mandala,Asian Art,,,"Purchase, Lila Acheson Wallace Gift, 1997, and Gift of the Mary and Jackson Burke Foundation, 2015",insufficient or ambiguous contextual evidence,Other,"Title: Mandala of Wakamiya of Kasuga Shrine (Kasuga wakamiya mandara) Object type: Hanging scroll Culture: Japan Period: Nanbokuchō period (1336–92) Medium: Hanging scroll; ink, color, gold, and cut gold on silk Classification: Paintings Tags: Swords; Lotuses; Buddhism; Deities",1316.5,-0.27947646,-0.03643931,0.48038146,-0.09716576
39569,Eighteen Songs of a Nomad Flute: The Story of Lady Wenji,Handscroll,China,Ming dynasty (1368–1644),1400,1433,,,,,"Handscroll; ink, color, and gold on silk",Paintings,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",Tents; Men; Women; Horses,https://images.metmuseum.org/CRDImages/as/original/DP213003_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP213003_CRD.jpg,https://www.metmuseum.org/art/collection/search/39569,True,The Metropolitan Museum of Art Collection API,Ritual; China,Asian Art,,,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",geography or period matched East Asia indicators,East_Asia,"Title: Eighteen Songs of a Nomad Flute: The Story of Lady Wenji Object type: Handscroll Culture: China Period: Ming dynasty (1368–1644) Medium: Handscroll; ink, color, and gold on silk Classification: Paintings Tags: Tents; Men; Women; Horses",1416.5,-0.3549936,-0.15250339,0.22194993,-0.021135855
39742,"The Deity Vajrabhairava, Tantric Form of the Bodhisattva Manjushri",Thangka,China,Ming dynasty (1368–1644),1400,1433,,,,,Silk embroidery with metal thread and horsehair on silk satin,Textiles-Embroidered,"Purchase, Lila Acheson Wallace Gift, 1993",Animals; Birds; Deities; Demons,https://images.metmuseum.org/CRDImages/as/original/DP-15583-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-15583-002.jpg,https://www.metmuseum.org/art/collection/search/39742,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Purchase, Lila Acheson Wallace Gift, 1993",insufficient or ambiguous contextual evidence,Other,"Title: The Deity Vajrabhairava, Tantric Form of the Bodhisattva Manjushri Object type: Thangka Culture: China Period: Ming dynasty (1368–1644) Medium: Silk embroidery with metal thread and horsehair on silk satin Classification: Textiles-Embroidered Tags: Animals; Birds; Deities; Demons",1416.5,-0.19786392,-0.17703958,0.3174578,0.030339634
39895,The Classic of Filial Piety,Handscrolls,China,Northern Song dynasty (960–1127),1075,1095,,,,,Handscroll; ink and color on silk,Paintings,"Ex coll.: C. C. Wang Family, From the P. Y. and Kinmay W. Tang Family Collection, Gift of Oscar L. Tang Family, 1996",Men; Women,https://images.metmuseum.org/CRDImages/as/original/DP151528.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP151528.jpg,https://www.metmuseum.org/art/collection/search/39895,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Ex coll.: C. C. Wang Family, From the P. Y. and Kinmay W. Tang Family Collection, Gift of Oscar L. Tang Family, 1996",insufficient or ambiguous contextual evidence,Other,Title: The Classic of Filial Piety Object type: Handscrolls Culture: China Period: Northern Song dynasty (960–1127) Medium: Handscroll; ink and color on silk Classification: Paintings Tags: Men; Women,1085.0,-0.2898739,-0.2161428,0.22381677,-0.04581644
39901,Night-Shining White,Handscroll,China,Tang dynasty (618–907),740,760,,,,,Handscroll; ink on paper,Paintings,"Purchase, The Dillon Fund Gift, 1977",Horses,https://images.metmuseum.org/CRDImages/as/original/DP153705.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP153705.jpg,https://www.metmuseum.org/art/collection/search/39901,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Purchase, The Dillon Fund Gift, 1977",insufficient or ambiguous contextual evidence,Other,Title: Night-Shining White Object type: Handscroll Culture: China Period: Tang dynasty (618–907) Medium: Handscroll; ink on paper Classification: Paintings Tags: Horses,750.0,-0.18537919,-0.19999605,0.22725986,-0.08139933
39931,Landscapes,Album,China,Qing dynasty (1644–1911),1667,1693,,,,,Album of twelve leaves; ink on paper,Paintings,"Purchase, The Dillon Fund Gift, 1989",Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP160517.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP160517.jpg,https://www.metmuseum.org/art/collection/search/39931,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Purchase, The Dillon Fund Gift, 1989",insufficient or ambiguous contextual evidence,Other,Title: Landscapes Object type: Album Culture: China Period: Qing dynasty (1644–1911) Medium: Album of twelve leaves; ink on paper Classification: Paintings Tags: Landscapes,1680.0,-0.23202446,-0.19202831,0.1241271,-0.05853064
39959,A Diplomatic Mission to the Jin,Handscroll,China,Jin dynasty (1115–1234),1156,1159,,,,,Handscroll; ink and color on silk,Paintings,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",Mountains; Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP165265_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP165265_CRD.jpg,https://www.metmuseum.org/art/collection/search/39959,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",insufficient or ambiguous contextual evidence,Other,Title: A Diplomatic Mission to the Jin Object type: Handscroll Culture: China Period: Jin dynasty (1115–1234) Medium: Handscroll; ink and color on silk Classification: Paintings Tags: Mountains; Landscapes,1157.5,-0.30443823,-0.20711473,0.30125883,-0.062390048
40080,Fragrant Snow at Broken Bridge,Hanging scroll,China,Yuan dynasty (1271–1368),1300,1359,,,,,Hanging scroll; ink on silk,Paintings,"Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973",Trees,https://images.metmuseum.org/CRDImages/as/original/DP258037.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP258037.jpg,https://www.metmuseum.org/art/collection/search/40080,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973",insufficient or ambiguous contextual evidence,Other,Title: Fragrant Snow at Broken Bridge Object type: Hanging scroll Culture: China Period: Yuan dynasty (1271–1368) Medium: Hanging scroll; ink on silk Classification: Paintings Tags: Trees,1329.5,-0.25132552,-0.29567453,0.39014152,-0.099410556
40282,Buddha Amitabha Descending from his Pure Land,Hanging scroll,China,Southern Song dynasty (1127–1279),1200,1279,,,,,Hanging scroll; ink and color on silk,Paintings,"Purchase, The Dillon Fund Gift, 1980",Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP222080.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP222080.jpg,https://www.metmuseum.org/art/collection/search/40282,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; China,Asian Art,,,"Purchase, The Dillon Fund Gift, 1980",insufficient or ambiguous contextual evidence,Other,Title: Buddha Amitabha Descending from his Pure Land Object type: Hanging scroll Culture: China Period: Southern Song dynasty (1127–1279) Medium: Hanging scroll; ink and color on silk Classification: Paintings Tags: Buddhism; Buddha,1239.5,-0.31478935,-0.0077052554,0.45934194,-0.13689995
40513,Vimalakirti and the Doctrine of Nonduality,Handscroll,China,Yuan dynasty (1271–1368),1308,1308,,,,,Handscroll; ink on silk,Paintings,"Purchase, The Dillon Fund Gift, 1980",Men; Women; Buddhism; Bodhisattvas; Manjushri,https://images.metmuseum.org/CRDImages/as/original/DP258040_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP258040_CRD.jpg,https://www.metmuseum.org/art/collection/search/40513,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Sutra; China,Asian Art,,,"Purchase, The Dillon Fund Gift, 1980",insufficient or ambiguous contextual evidence,Other,Title: Vimalakirti and the Doctrine of Nonduality Object type: Handscroll Culture: China Period: Yuan dynasty (1271–1368) Medium: Handscroll; ink on silk Classification: Paintings Tags: Men; Women; Buddhism; Bodhisattvas; Manjushri,1308.0,-0.290446,-0.08534189,0.25486544,-0.058809906
41865,Ink Tablet,Ink tablet,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",1736,1795,,,,,Ink,Ink,"Gift of A. W. Bahr, 1958",Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/58_64_29_O1.jpg,https://images.metmuseum.org/CRDImages/as/web-large/58_64_29_O1.jpg,https://www.metmuseum.org/art/collection/search/41865,True,The Metropolitan Museum of Art Collection API,Buddha; Sutra; China,Asian Art,,,"Gift of A. W. Bahr, 1958",insufficient or ambiguous contextual evidence,Other,"Title: Ink Tablet Object type: Ink tablet Culture: China Period: Qing dynasty (1644–1911), Qianlong period (1736–95) Medium: Ink Classification: Ink Tags: Buddhism; Buddha",1765.5,0.028170506,0.016799,0.29494962,-0.08067011
42188,Seated luohan (arhat) in a grotto,Figure,China,Qing dynasty (1644–1911),1700,1799,,,,,Jade (nephrite),Jade,"Gift of Heber R. Bishop, 1902",Men; Caves,https://images.metmuseum.org/CRDImages/as/original/DP-14153-052.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-14153-052.jpg,https://www.metmuseum.org/art/collection/search/42188,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Gift of Heber R. Bishop, 1902",insufficient or ambiguous contextual evidence,Other,Title: Seated luohan (arhat) in a grotto Object type: Figure Culture: China Period: Qing dynasty (1644–1911) Medium: Jade (nephrite) Classification: Jade Tags: Men; Caves,1749.5,0.08269888,-0.04550345,0.25181356,0.05441811
42733,Buddha Maitreya (Mile),Figure,China,Northern Wei dynasty (386–534),486,486,,,,,Gilt bronze with traces of pigment; piece-mold cast,Sculpture,"John Stewart Kennedy Fund, 1926",Buddhism; Buddha; Maitreya,https://images.metmuseum.org/CRDImages/as/original/DP170102.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP170102.jpg,https://www.metmuseum.org/art/collection/search/42733,True,The Metropolitan Museum of Art Collection API,Buddha; Bodhisattva; China,Asian Art,,,"John Stewart Kennedy Fund, 1926",insufficient or ambiguous contextual evidence,Other,Title: Buddha Maitreya (Mile) Object type: Figure Culture: China Period: Northern Wei dynasty (386–534) Medium: Gilt bronze with traces of pigment; piece-mold cast Classification: Sculpture Tags: Buddhism; Buddha; Maitreya,486.0,0.14572968,0.0023667957,0.25697058,-0.07655257
44759,"Landscapes, Figures, and Flowers",Album,China,Ming dynasty (1368–1644),1618,1622,,,,,Album of twelve leaves; ink and color on paper,Paintings,"Purchase, Friends of Far Eastern Art Gifts, 1985",Landscapes,https://images.metmuseum.org/CRDImages/as/original/1985_121_A_sf.jpg,https://images.metmuseum.org/CRDImages/as/web-large/1985_121_A_sf.jpg,https://www.metmuseum.org/art/collection/search/44759,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Purchase, Friends of Far Eastern Art Gifts, 1985",insufficient or ambiguous contextual evidence,Other,"Title: Landscapes, Figures, and Flowers Object type: Album Culture: China Period: Ming dynasty (1368–1644) Medium: Album of twelve leaves; ink and color on paper Classification: Paintings Tags: Landscapes",1620.0,-0.2505112,-0.22606479,0.14220823,-0.08904165
45258,Bamboo in the Four Seasons,Screens,Japan,Muromachi period (1392–1573),1480,1525,,,,,"Pair of six-panel screens; ink, color, and gold leaf on paper",Paintings,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Bamboo,https://images.metmuseum.org/CRDImages/as/original/DT1607.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT1607.jpg,https://www.metmuseum.org/art/collection/search/45258,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",insufficient or ambiguous contextual evidence,Other,"Title: Bamboo in the Four Seasons Object type: Screens Culture: Japan Period: Muromachi period (1392–1573) Medium: Pair of six-panel screens; ink, color, and gold leaf on paper Classification: Paintings Tags: Bamboo",1502.5,-0.17567714,-0.23952422,0.29633772,0.020842938
45449,Buddha offering protection,Figure,"India, unknown provenance in the Deccan, likely Andhra Pradesh",Visnukundin,400,499,,,,,Copper alloy,Sculpture,"Purchase, The Chinese Porcelain Company Gift, 1998",Later Andhra; Buddhism; Buddha; Shakyamuni,https://images.metmuseum.org/CRDImages/as/original/DP-26346-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-26346-002.jpg,https://www.metmuseum.org/art/collection/search/45449,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Ritual; India,Asian Art,,,"Purchase, The Chinese Porcelain Company Gift, 1998",insufficient or ambiguous contextual evidence,Other,"Title: Buddha offering protection Object type: Figure Culture: India, unknown provenance in the Deccan, likely Andhra Pradesh Period: Visnukundin Medium: Copper alloy Classification: Sculpture Tags: Later Andhra; Buddhism; Buddha; Shakyamuni",449.5,0.16448721,0.041196417,0.13205795,-0.03421748
49068,Bamboo in Snow,Hanging scrolls,Japan,Edo period (1615–1868),1771,1774,,,,,Pair of hanging scrolls; ink on silk,Paintings,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Bamboo,https://images.metmuseum.org/CRDImages/as/original/DP276881.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP276881.jpg,https://www.metmuseum.org/art/collection/search/49068,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",insufficient or ambiguous contextual evidence,Other,Title: Bamboo in Snow Object type: Hanging scrolls Culture: Japan Period: Edo period (1615–1868) Medium: Pair of hanging scrolls; ink on silk Classification: Paintings Tags: Bamboo,1772.5,-0.2386646,-0.240065,0.41019434,-0.05701072
53013,"""Kogō"" and ""The Imperial Procession to Ōhara"", from The Tale of the Heike (Heike monogatari)",Screens,Japan,Edo period (1615–1868),1600,1635,,,,,"Pair of six-panel folding screens; ink, color, gold and gold leaf on paper",Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Trees,https://images.metmuseum.org/CRDImages/as/original/DP704873.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP704873.jpg,https://www.metmuseum.org/art/collection/search/53013,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",insufficient or ambiguous contextual evidence,Other,"Title: ""Kogō"" and ""The Imperial Procession to Ōhara"", from The Tale of the Heike (Heike monogatari) Object type: Screens Culture: Japan Period: Edo period (1615–1868) Medium: Pair of six-panel folding screens; ink, color, gold and gold leaf on paper Classification: Paintings Tags: Trees",1617.5,-0.27122092,-0.26700827,0.3357888,-0.11696853
53158,Tile with Buddha Triad,Relief,Japan,Asuka period (538–710),650,699,,,,,Earthenware with traces of color,Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Buddhism; Bodhisattvas; Buddha,https://images.metmuseum.org/CRDImages/as/original/2015_300_249_F_Burke.jpg,https://images.metmuseum.org/CRDImages/as/web-large/2015_300_249_F_Burke.jpg,https://www.metmuseum.org/art/collection/search/53158,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",insufficient or ambiguous contextual evidence,Other,Title: Tile with Buddha Triad Object type: Relief Culture: Japan Period: Asuka period (538–710) Medium: Earthenware with traces of color Classification: Sculpture Tags: Buddhism; Bodhisattvas; Buddha,674.5,0.12746613,-0.045752805,0.31673467,-0.115469426
53162,Tobatsu Bishamonten,Figure,Japan,Heian period (794–1185),800,1150,,,,,Zelkova wood with traces of color,Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Buddhism; Deities,https://images.metmuseum.org/CRDImages/as/original/DP-27915-006.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-27915-006.jpg,https://www.metmuseum.org/art/collection/search/53162,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",insufficient or ambiguous contextual evidence,Other,Title: Tobatsu Bishamonten Object type: Figure Culture: Japan Period: Heian period (794–1185) Medium: Zelkova wood with traces of color Classification: Sculpture Tags: Buddhism; Deities,975.0,0.3015948,-0.013441938,0.25250876,-0.07598334
