object_id_1,object_id_2,multimodal_similarity
314528,320054,0.8120027184486389
314528,320804,0.8076868057250977
314528,316415,0.6668382287025452
314528,316963,0.6287462115287781
314528,452188,0.6054652333259583
314528,453317,0.6504289507865906
315668,316427,0.69938725233078
315668,317877,0.6593345403671265
315668,452364,0.6165518760681152
315668,678610,0.6518661975860596
315735,317877,0.6659399271011353
315735,318345,0.6468855738639832
316274,318662,0.7813102602958679
316274,316304,0.7796422839164734
316274,316813,0.7251220941543579
316274,319633,0.7127501368522644
316274,322973,0.6393088698387146
316304,318662,0.7568039298057556
316304,450761,0.6638103127479553
316415,320054,0.6866973638534546
316415,320804,0.680625319480896
316415,448587,0.6391741633415222
316415,452188,0.6114400029182434
316415,453317,0.621069073677063
316427,316691,0.699016809463501
316427,453312,0.6918266415596008
316436,316437,0.9443603157997131
316436,316691,0.6749143004417419
316437,316691,0.70478755235672
316437,322973,0.624462902545929
316437,444866,0.5738096833229065
316437,452364,0.6032156348228455
316437,454738,0.6304659843444824
316691,317877,0.6437602639198303
316691,325818,0.609683632850647
316691,452364,0.6148666739463806
316691,453312,0.6834748387336731
316691,454738,0.6588447093963623
316813,318662,0.7817769646644592
316813,324139,0.711432695388794
316846,316847,0.8776719570159912
316963,320054,0.6545102000236511
316963,320804,0.6361656188964844
317619,327315,0.6792109608650208
317753,318622,0.7031581401824951
317753,328593,0.6897469758987427
317760,319873,0.7566165328025818
317802,317803,0.8074877858161926
317802,317804,0.6109130382537842
317803,450483,0.6834771633148193
317803,317804,0.6577619314193726
317804,320347,0.6026634573936462
318345,318662,0.7522789239883423
318345,454353,0.623160183429718
318662,319633,0.8285689949989319
318662,452211,0.6132156252861023
320054,320804,0.814763069152832
320054,453317,0.6771758794784546
320804,453317,0.7009367942810059
320804,448587,0.6202067136764526
320804,452188,0.6647493243217468
322610,322621,0.8479613661766052
322610,322619,0.8400587439537048
322610,324596,0.7539225816726685
322610,324599,0.7172403335571289
322610,324324,0.6706570386886597
322619,322621,0.9303459525108337
322619,324596,0.7362712025642395
322619,324599,0.7311052083969116
322619,324324,0.6592118144035339
322621,324596,0.7137596607208252
322621,324599,0.6998024582862854
322621,324324,0.6630793213844299
322973,450761,0.6364898681640625
322973,327399,0.6281732320785522
323479,444865,0.7165690064430237
323479,444866,0.6654688119888306
323479,329077,0.6537717580795288
323479,444859,0.6504526734352112
323479,446273,0.6451398134231567
323479,444863,0.6393389701843262
323479,452740,0.5440710186958313
324139,327315,0.8050855398178101
324139,452032,0.6868834495544434
324324,324599,0.6581142544746399
324324,324596,0.6277894377708435
324324,325818,0.6192066073417664
324596,324599,0.7916538119316101
324599,454353,0.6305414438247681
325818,453312,0.7078856825828552
327315,452032,0.6612064242362976
328593,451909,0.7214218378067017
329077,450483,0.7562119960784912
329077,448959,0.7340630888938904
347927,447298,0.6866747140884399
347927,456342,0.6540374159812927
347927,453267,0.6280883550643921
347927,451287,0.6201475262641907
347927,452651,0.6163261532783508
383883,436607,0.6177175045013428
383883,435844,0.5904973745346069
383883,437936,0.5903095602989197
383883,436803,0.5818251967430115
383883,430812,0.48984697461128235
430812,435997,0.47926732897758484
430812,436180,0.46446749567985535
430812,437202,0.45799583196640015
430812,453354,0.45467063784599304
435621,435991,0.7396471500396729
435621,437936,0.6887236833572388
435621,435997,0.6880702972412109
435621,437159,0.6761851906776428
435621,437878,0.6757546663284302
435621,438821,0.6693203449249268
435678,437202,0.6459852457046509
435678,435702,0.6379451155662537
435678,436485,0.6321701407432556
435678,437261,0.6290921568870544
435678,435997,0.6193115711212158
435702,437868,0.732729971408844
435702,436838,0.7080687284469604
435702,437173,0.6928801536560059
435702,453354,0.6878957748413086
435702,437769,0.6771731376647949
435762,436102,0.8342887759208679
435762,437368,0.7757892608642578
435762,437422,0.7509811520576477
435762,437059,0.71307772397995
435762,439327,0.6961862444877625
435762,435897,0.6684471368789673
435844,436607,0.7469242811203003
435844,437422,0.7311815023422241
435844,436838,0.7293037176132202
435844,437769,0.7228052020072937
435844,436180,0.7080761790275574
435844,435868,0.5977799296379089
435844,436884,0.6402955055236816
435844,437936,0.6939275860786438
435864,437173,0.7334696054458618
435864,435991,0.7270604968070984
435864,437898,0.7002540230751038
435864,436607,0.6998727917671204
435864,437059,0.6978636980056763
435864,437159,0.6463398337364197
435868,436884,0.6384227275848389
435868,438779,0.6338034868240356
435868,436838,0.6241557598114014
435868,437508,0.5962477326393127
435868,437654,0.5817862153053284
435897,439327,0.8590114116668701
435897,437061,0.8003218173980713
435897,436098,0.7104876041412354
435897,437202,0.6680951118469238
435991,437159,0.7215337157249451
435991,437769,0.705547571182251
435991,436838,0.6916993856430054
435991,437878,0.682043731212616
435991,437898,0.6719102263450623
435997,437936,0.7207104563713074
435997,436180,0.7155347466468811
435997,437422,0.6956847310066223
435997,436607,0.6882166266441345
435997,437159,0.6398909091949463
435997,437508,0.6873458623886108
435997,437898,0.6767918467521667
436098,437261,0.772239625453949
436098,436099,0.7518545985221863
436098,436513,0.7403237819671631
436098,439327,0.7330424189567566
436098,436102,0.7194410562515259
436098,436803,0.6980588436126709
436098,437061,0.7160528302192688
436098,437202,0.698492705821991
436098,437368,0.7058126926422119
436099,437261,0.7956598997116089
436099,436513,0.7663058638572693
436099,437368,0.7470288276672363
436099,436102,0.7400108575820923
436099,436803,0.6918503642082214
436099,437202,0.6947438716888428
436102,437368,0.8331753015518188
436102,436513,0.710724413394928
436180,437936,0.759032666683197
436180,437422,0.7396102547645569
436180,437769,0.7386239171028137
436180,438779,0.6716364026069641
436482,436513,0.6786800026893616
436482,437202,0.6214070916175842
436482,436838,0.6171837449073792
436482,456342,0.6039826273918152
436482,436803,0.6027630567550659
436482,452102,0.5339915156364441
