object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line
78191,Buddha Shakyamuni,Figure,Central Tibet,,1100,1199,,,,,Brass with colored pigments,Sculpture,"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, Oscar L. Tang, Anthony W. and Lulu C. Wang and Annette de la Renta Gifts, 2012",Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP-15581-015.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-15581-015.jpg,https://www.metmuseum.org/art/collection/search/78191,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Tibet; China,Asian Art,,,"Zimmerman Family Collection, Purchase, Lila Acheson Wallace, Oscar L. Tang, Anthony W. and Lulu C. Wang and Annette de la Renta Gifts, 2012"
42733,Buddha Maitreya (Mile),Figure,China,Northern Wei dynasty (386–534),486,486,,,,,Gilt bronze with traces of pigment; piece-mold cast,Sculpture,"John Stewart Kennedy Fund, 1926",Buddhism; Buddha; Maitreya,https://images.metmuseum.org/CRDImages/as/original/DP170102.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP170102.jpg,https://www.metmuseum.org/art/collection/search/42733,True,The Metropolitan Museum of Art Collection API,Buddha; Bodhisattva; China,Asian Art,,,"John Stewart Kennedy Fund, 1926"
38950,Bodhisattva Avalokiteshvara,Figure,"Plai Bat II Temple, Lahan Sai District, Buriram Province, Thailand",,750,775,,,,,Copper alloy inlaid with silver and glass or obsidian,Sculpture,"Rogers Fund, 1967",Buddhism; Avalokiteshvara; Bodhisattvas,https://images.metmuseum.org/CRDImages/as/original/LK_DP316445r3_25AA.jpg,https://images.metmuseum.org/CRDImages/as/web-large/LK_DP316445r3_25AA.jpg,https://www.metmuseum.org/art/collection/search/38950,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara,Asian Art,,,"Rogers Fund, 1967"
38634,Crowned  Bodhisattva,Bust,"North India (Uttar Pradesh, Mathura)",late Kushan dynasty,200,323,,,,,Sandstone,Sculpture,"Purchase, The Fred Eychaner Charitable Fund Gift, in honor of John Guy, 2016",Kushan; Mathura; Buddhism; Bodhisattvas,https://images.metmuseum.org/CRDImages/as/original/DP701395.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP701395.jpg,https://www.metmuseum.org/art/collection/search/38634,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; India,Asian Art,,,"Purchase, The Fred Eychaner Charitable Fund Gift, in honor of John Guy, 2016"
193451,Good Shepherd,Statuette,,,1600,1799,,,,,"Ivory, with traces of gilding and polychromy",Sculpture-Miniature,"Gift of J. Pierpont Morgan, 1917",Animals; Birds; Buddha; Virgin Mary; Shepherds,https://images.metmuseum.org/CRDImages/es/original/38227.jpg,https://images.metmuseum.org/CRDImages/es/web-large/38227.jpg,https://www.metmuseum.org/art/collection/search/193451,True,The Metropolitan Museum of Art Collection API,Buddha; India,European Sculpture and Decorative Arts,,,"Gift of J. Pierpont Morgan, 1917"
53176,"Fudō Myōō, the Immovable Wisdom King (Achala Vidyaraja)",Figure,Japan,Kamakura period (1185–1333),1100,1400,,,,,"Japanese cypress with lacquer, color, gold, cut gold leaf (kirikane), and inlaid crystal eyes",Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Swords; Men,https://images.metmuseum.org/CRDImages/as/original/DP-22243-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-22243-001.jpg,https://www.metmuseum.org/art/collection/search/53176,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Sutra; Ritual; India; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
551786,"Book of the Dead of the Priest of Horus, Imhotep (Imuthes)","Papyrus, funerary, Book of the Dead, Imouthes, Imhotep, Imuthes",,Early Ptolemaic Period,-332,-200,,Middle Egypt,,Probably from,"Papyrus, ink",,"Gift of  Edward S. Harkness, 1935",Birds; Lions; Boats; Hieratic,https://images.metmuseum.org/CRDImages/eg/original/2-35.9.20a–w_EGDP014589-4594.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/2-35.9.20a–w_EGDP014589-4594.jpg,https://www.metmuseum.org/art/collection/search/551786,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Egyptian Art,,,"Gift of  Edward S. Harkness, 1935"
729644,"In proof of true love, a watercarrier skeleton arguing with a woman (Posada); two skeleton angels in upper corners (Manilla)",Print,,,1885,1895,,,,,Type-metal engraving and letterpress,Prints,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",Skeletons; Women,https://images.metmuseum.org/CRDImages/dp/original/DP865112.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP865112.jpg,https://www.metmuseum.org/art/collection/search/729644,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Drawings and Prints,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946"
472562,The Fieschi Morgan Staurotheke,Reliquary,Byzantine,,800,835,,,Constantinople (?),Made in,"Gilded silver, gold, enamel worked in cloisonné, and niello",Enamels-Cloisonné,"Gift of J. Pierpont Morgan, 1917",Christ; Virgin Mary; Crucifixion; Saints,https://images.metmuseum.org/CRDImages/md/original/DT119.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DT119.jpg,https://www.metmuseum.org/art/collection/search/472562,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Medieval Art,,,"Gift of J. Pierpont Morgan, 1917"
53660,Ten Verses on Oxherding,Handscroll,Japan,Kamakura period (1185–1333),1185,1350,,,,,Handscroll; ink and color on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Men; Ox; Parables,https://images.metmuseum.org/CRDImages/as/original/2015_300_10_Burke_website.jpg,https://images.metmuseum.org/CRDImages/as/web-large/2015_300_10_Burke_website.jpg,https://www.metmuseum.org/art/collection/search/53660,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
53167,Flying Apsaras (Hiten),Plaques,Japan,Heian period (794–1185),900,1300,,,,,Japanese cypress with lacquer and gold,Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Buddhism; Bodhisattvas,https://images.metmuseum.org/CRDImages/as/original/2015_300_251a_Burke_website.jpg,https://images.metmuseum.org/CRDImages/as/web-large/2015_300_251a_Burke_website.jpg,https://www.metmuseum.org/art/collection/search/53167,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; India; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
53162,Tobatsu Bishamonten,Figure,Japan,Heian period (794–1185),800,1150,,,,,Zelkova wood with traces of color,Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Buddhism; Deities,https://images.metmuseum.org/CRDImages/as/original/DP-27915-006.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-27915-006.jpg,https://www.metmuseum.org/art/collection/search/53162,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
329077,Head of a ruler,Sculpture,,Early Bronze Age,-2300,-2000,,Mesopotamia,,,Copper alloy,,"Rogers Fund, 1947",Heads; Men,https://images.metmuseum.org/CRDImages/an/original/DP-23662-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-23662-001.jpg,https://www.metmuseum.org/art/collection/search/329077,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Ancient West Asian Art,,,"Rogers Fund, 1947"
38452,The Death of the Buddha (Parinirvana),Relief panel,Pakistan (ancient region of Gandhara),Kushan period,200,299,,,,,Schist,Sculpture,"Gift of Florence and Herbert Irving, 2015",Gandhara; Sadness; Men; Buddhism; Buddha; Death,https://images.metmuseum.org/CRDImages/as/original/DP123361.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP123361.jpg,https://www.metmuseum.org/art/collection/search/38452,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Stupa; India,Asian Art,,,"Gift of Florence and Herbert Irving, 2015"
36225,Dong Xiaowan in her sickbed,Hanging scroll,China,,1900,1933,,,,,Hanging scroll; ink and color on silk,Paintings,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,,,https://www.metmuseum.org/art/collection/search/36225,False,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986"
38006,Portrait of the Indian Monk Atisha,Thangka,Tibet,,1100,1150,,,,,Distemper and gold on cloth,Paintings,"Gift of Steven Kossak, The Kronos Collections, 1993",Men; Portraits; Buddhism; Monks,https://images.metmuseum.org/CRDImages/as/original/DP-42256-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-42256-001.jpg,https://www.metmuseum.org/art/collection/search/38006,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Thangka; Stupa; Tibet; India; China,Asian Art,,,"Gift of Steven Kossak, The Kronos Collections, 1993"
437422,Charity,Painting,,,1625,1635,,,,,Oil on canvas,Paintings,"Gift of Mr. and Mrs. Charles Wrightsman, 1974",Children; Women; Allegory; Nursing,https://images.metmuseum.org/CRDImages/ep/original/DT10776.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT10776.jpg,https://www.metmuseum.org/art/collection/search/437422,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gift of Mr. and Mrs. Charles Wrightsman, 1974"
310453,Nkishi (community power figure),Male figure,Songye peoples,,1800,1950,Democratic Republic of the Congo,Lomami River region,,,"Wood, copper, brass, iron, fiber, snakeskin, leather, fur, feathers, mud, resin",Wood-Sculpture,"Purchase, Mrs. Charles Engelhard and Mary R. Morgan Gifts and Rogers Fund, 1978",Men; Ritual Objects,,,https://www.metmuseum.org/art/collection/search/310453,False,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,The Michael C. Rockefeller Wing,,,"Purchase, Mrs. Charles Engelhard and Mary R. Morgan Gifts and Rogers Fund, 1978"
459028,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,Painting,,,1480,1500,,,,,Oil on wood; verso: oil and gold on wood,Paintings,"Robert Lehman Collection, 1975",Men; Portraits; Profiles,https://images.metmuseum.org/CRDImages/rl/original/DP221485.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP221485.jpg,https://www.metmuseum.org/art/collection/search/459028,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Robert Lehman Collection,,,"Robert Lehman Collection, 1975"
459027,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",Painting,,,1480,1500,,,,,Oil on wood; (verso: oil and gold on wood),Paintings,"Robert Lehman Collection, 1975",Portraits; Women,https://images.metmuseum.org/CRDImages/rl/original/DP221483.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP221483.jpg,https://www.metmuseum.org/art/collection/search/459027,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Robert Lehman Collection,,,"Robert Lehman Collection, 1975"
206965,Longcase astronomical regulator,Longcase astronomical regulator,,,1763,1775,,,,,"Case: oak veneered with ebony and brass, with gilt-bronze mounts; Dial: white enamel; Movement: gilded brass and steel",Horology,"The Jack and Belle Linsky Collection, 1982",,https://images.metmuseum.org/CRDImages/es/original/DP336058.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP336058.jpg,https://www.metmuseum.org/art/collection/search/206965,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"The Jack and Belle Linsky Collection, 1982"
544320,Stela of the Steward Mentuwoser,"Stela, Mentuwoser",,Middle Kingdom,-1944,-1944,,Northern Upper Egypt,,Probably from,"Limestone, paint",,"Gift of Edward S. Harkness, 1912",Food; Men; Hieroglyphs,https://images.metmuseum.org/CRDImages/eg/original/DP322064.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DP322064.jpg,https://www.metmuseum.org/art/collection/search/544320,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Egyptian Art,Dynasty 12,"reign of Senwosret I, year 17","Gift of Edward S. Harkness, 1912"
317877,Processional Cross,Cross,Northern Highlands region,,1300,1500,Ethiopia,Lasta region,,,Brass,Metal-Sculpture,"Purchase, Elaine Rosenberg Gift and funds from various donors, 1998",,https://images.metmuseum.org/CRDImages/ao/original/DP100984.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP100984.jpg,https://www.metmuseum.org/art/collection/search/317877,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,The Michael C. Rockefeller Wing,,,"Purchase, Elaine Rosenberg Gift and funds from various donors, 1998"
816189,"”Abiding nowhere, the awakened mind arises”",Hanging scroll,Japan,Kamakura (1185–1333) or Nanbokuchō (1336–92) period,1333,1350,,,,,Hanging scroll; ink on paper,Calligraphy,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2018",,https://images.metmuseum.org/CRDImages/as/original/DP-17101-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-17101-002.jpg,https://www.metmuseum.org/art/collection/search/816189,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Asian Art,,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2018"
200668,Sabine Houdon (1787–1836),Bust,,,1788,1788,,,,,White marble on gray marble socle,Sculpture,"Bequest of Mary Stillman Harkness, 1950",Girls; Portraits,https://images.metmuseum.org/CRDImages/es/original/DP242660.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP242660.jpg,https://www.metmuseum.org/art/collection/search/200668,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"Bequest of Mary Stillman Harkness, 1950"
544740,Yuny and His Wife Renenutet,"Statue, Yuny, Renenutet, pair, menat, music",,"New Kingdom, Ramesside",-1294,-1279,Egypt,Middle Egypt,,From,"Limestone, paint",,"Rogers Fund, 1915",Couples; Men; Women,https://images.metmuseum.org/CRDImages/eg/original/DT549.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DT549.jpg,https://www.metmuseum.org/art/collection/search/544740,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Egyptian Art,Dynasty 19,reign of Seti I,"Rogers Fund, 1915"
437059,Young Woman with a Pink,Painting,,,1485,1490,,,,,Oil on wood,Paintings,"The Jules Bache Collection, 1949",Portraits; Women,https://images.metmuseum.org/CRDImages/ep/original/DP-45396-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-45396-001.jpg,https://www.metmuseum.org/art/collection/search/437059,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"The Jules Bache Collection, 1949"
53187,Kasuga Deer Mandala (Kasuga shika mandara zu),Hanging scroll,Japan,Nanbokuchō period (1336–92),1300,1400,,,,,Hanging scroll; color on silk,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Deer; Buddhism; Bodhisattvas; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP361152.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP361152.jpg,https://www.metmuseum.org/art/collection/search/53187,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Mandala; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
38122,"Seated Buddha Reaching Enlightenment, Flanked by Avalokiteshvara and Maitreya",Stele,"India, Bihar, Nalanda monastery",Pala period,971,1099,,,,,Black schist,Sculpture,"Rogers Fund, 1920",Buddhism; Avalokiteshvara; Buddha; Maitreya,https://images.metmuseum.org/CRDImages/as/original/6 DP310502r3_61A.jpg,https://images.metmuseum.org/CRDImages/as/web-large/6 DP310502r3_61A.jpg,https://www.metmuseum.org/art/collection/search/38122,True,The Metropolitan Museum of Art Collection API,Buddha; Bodhisattva; Avalokiteshvara; India,Asian Art,,,"Rogers Fund, 1920"
45449,Buddha offering protection,Figure,"India, unknown provenance in the Deccan, likely Andhra Pradesh",Visnukundin,400,499,,,,,Copper alloy,Sculpture,"Purchase, The Chinese Porcelain Company Gift, 1998",Later Andhra; Buddhism; Buddha; Shakyamuni,https://images.metmuseum.org/CRDImages/as/original/DP-26346-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-26346-002.jpg,https://www.metmuseum.org/art/collection/search/45449,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Ritual; India,Asian Art,,,"Purchase, The Chinese Porcelain Company Gift, 1998"
690059,"“The Historical Buddha Preaching,” a section from The Illustrated Sutra of Past and Present Karma (Kako genzai inga kyō emaki)",Hanging scroll,Japan,Nara period (710–794),734,766,,,,,Handscroll section mounted as a hanging scroll;  ink and color on paper,Paintings,"Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest; The Vincent Astor Foundation and Mary and James G. Wallach Foundation Gifts, 2016",Men; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP-757-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-757-002.jpg,https://www.metmuseum.org/art/collection/search/690059,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Sutra; India,Asian Art,,,"Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest; The Vincent Astor Foundation and Mary and James G. Wallach Foundation Gifts, 2016"
68310,Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Peony Patterns in Undulating Columns,"Robe, Priest's",Japan,Edo period (1615–1868),1700,1733,,,,,Twill-weave silk with supplementary weft patterning,Textiles-Costumes,"Purchase, Joseph Pulitzer Bequest, 1919",,https://images.metmuseum.org/CRDImages/as/original/43842.jpg,https://images.metmuseum.org/CRDImages/as/web-large/43842.jpg,https://www.metmuseum.org/art/collection/search/68310,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist,Asian Art,,,"Purchase, Joseph Pulitzer Bequest, 1919"
68308,Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Crane Patterns on Hexagonal Diaper Pattern (Mokkō) Background,"Robe, Monk's",Japan,Edo period (1615–1868),1615,1624,,,,,Twill-weave silk with supplementary weft patterning (karaori),Textiles-Costumes,"Purchase, Joseph Pulitzer Bequest, 1919",Cranes,https://images.metmuseum.org/CRDImages/as/original/43840.jpg,https://images.metmuseum.org/CRDImages/as/web-large/43840.jpg,https://www.metmuseum.org/art/collection/search/68308,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist,Asian Art,,,"Purchase, Joseph Pulitzer Bequest, 1919"
458967,Saint Anthony the Abbot in the Wilderness,Painting,,,1435,1445,,,,,Tempera and gold on wood,Paintings,"Robert Lehman Collection, 1975",Deer; Landscapes; Saints,https://images.metmuseum.org/CRDImages/rl/original/DP319194.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP319194.jpg,https://www.metmuseum.org/art/collection/search/458967,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,Robert Lehman Collection,,,"Robert Lehman Collection, 1975"
53190,Guardian Lion-Dogs,Figures,Japan,Kamakura period (1185–1333),1150,1450,,,,,"Japanese cypress with lacquer, gold leaf, and color",Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Lions,https://images.metmuseum.org/CRDImages/as/original/DP-23915-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-23915-001.jpg,https://www.metmuseum.org/art/collection/search/53190,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; India; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
435848,The Birth of the Virgin,Painting,,,1467,1467,,,,,Tempera and oil on wood,Paintings,"Rogers and Gwynne Andrews Funds, 1935",Infants; Men; Women; Saint Anne; Virgin Mary,https://images.metmuseum.org/CRDImages/ep/original/DP109484.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP109484.jpg,https://www.metmuseum.org/art/collection/search/435848,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Rogers and Gwynne Andrews Funds, 1935"
53165,Male and Female Shinto Deities,Figures,Japan,Heian period (ca. 900–1185),800,1100,,,,,Japanese cypress with traces of color,Sculpture,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Deities; Shintō,https://images.metmuseum.org/CRDImages/as/original/DP-16151-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-16151-001.jpg,https://www.metmuseum.org/art/collection/search/53165,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
40282,Buddha Amitabha Descending from his Pure Land,Hanging scroll,China,Southern Song dynasty (1127–1279),1200,1279,,,,,Hanging scroll; ink and color on silk,Paintings,"Purchase, The Dillon Fund Gift, 1980",Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP222080.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP222080.jpg,https://www.metmuseum.org/art/collection/search/40282,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; China,Asian Art,,,"Purchase, The Dillon Fund Gift, 1980"
38777,Head of Buddha,Head,Pakistan (ancient region of Gandhara),,250,450,,,,,Stucco with traces of paint,Sculpture,"Rogers Fund, 1913",Gandhara; Heads; Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP123377.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP123377.jpg,https://www.metmuseum.org/art/collection/search/38777,True,The Metropolitan Museum of Art Collection API,Buddha,Asian Art,,,"Rogers Fund, 1913"
61820,"Seated Buddha, probably Shakyamuni (Shijiamouni)",Figure,China,Sixteen Kingdoms period (304–439),367,433,,,,,Gilt bronze; piece-mold cast,Sculpture,"Purchase, Arthur M. Sackler Gift, 1974",Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/DP-15581-062.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-15581-062.jpg,https://www.metmuseum.org/art/collection/search/61820,True,The Metropolitan Museum of Art Collection API,Buddha; Ritual; China,Asian Art,,,"Purchase, Arthur M. Sackler Gift, 1974"
54791,Amida Manifesting in the Dharma-body of Expedient Means,Painting,Japan,Edo period (1615–1868),1700,1799,,,,,"Ink, color, and cut silver on silk",Paintings,"Rogers Fund, 1918",Buddhism; Buddha,https://images.metmuseum.org/CRDImages/as/original/18_146_1_O4_sf.JPG,https://images.metmuseum.org/CRDImages/as/web-large/18_146_1_O4_sf.JPG,https://www.metmuseum.org/art/collection/search/54791,True,The Metropolitan Museum of Art Collection API,Buddha; Bodhisattva,Asian Art,,,"Rogers Fund, 1918"
828457,Head of Buddha Shakyamuni,Head,Thailand,,1400,1599,,,,,Bronze with traces of gilt,Sculpture,"Gift of Samuel and Gabrielle Lurie, 2019",,https://images.metmuseum.org/CRDImages/as/original/DP-23917-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-23917-001.jpg,https://www.metmuseum.org/art/collection/search/828457,True,The Metropolitan Museum of Art Collection API,Buddha; Bodhisattva,Asian Art,,,"Gift of Samuel and Gabrielle Lurie, 2019"
436102,Virgin and Child with Four Angels,Painting,,,1510,1515,,,,,Oil on wood,Paintings,"Gift of Mr. and Mrs. Charles Wrightsman, 1977",Musical Instruments; Harps; Angels; Madonna and Child,https://images.metmuseum.org/CRDImages/ep/original/DP-1410-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1410-001.jpg,https://www.metmuseum.org/art/collection/search/436102,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gift of Mr. and Mrs. Charles Wrightsman, 1977"
