object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line
49628,Hermit Playing the Qin,Hanging scroll,China,,1914,1914,,,,,Hanging scroll; ink and color on paper,Paintings,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,,,https://www.metmuseum.org/art/collection/search/49628,False,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986"
688515,Peacocks and Cherry Blossoms,Screen,Japan,Taishō period (1912–26),1915,1935,,,,,"Two-panel folding screen; ink, color, gold, and silver on paper",Paintings,"Purchase, Mary and James G. Wallach Foundation Gift, 2015",Peacocks,,,https://www.metmuseum.org/art/collection/search/688515,False,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Purchase, Mary and James G. Wallach Foundation Gift, 2015"
812305,Courtesan as Daruma,Hanging scroll,Japan,Edo period (1615-1868),1800,1810,,,,,Hanging scroll; ink and color on paper,Paintings,"Gift of Miki and Sebastian Izzard, 2018",,https://images.metmuseum.org/CRDImages/as/original/DP-16218-036.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-16218-036.jpg,https://www.metmuseum.org/art/collection/search/812305,True,The Metropolitan Museum of Art Collection API,Buddhist; India; China,Asian Art,,,"Gift of Miki and Sebastian Izzard, 2018"
752008,Dreaming Cat,Hanging scroll,Japan,Edo period (1615–1868),1634,1666,,,,,Hanging scroll; ink on paper,Paintings,"Gift of Sue Cassidy Clark, in honor of John T. Carpenter, 2019",Cats,https://images.metmuseum.org/CRDImages/as/original/DP-16218-026.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-16218-026.jpg,https://www.metmuseum.org/art/collection/search/752008,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Gift of Sue Cassidy Clark, in honor of John T. Carpenter, 2019"
49068,Bamboo in Snow,Hanging scrolls,Japan,Edo period (1615–1868),1771,1774,,,,,Pair of hanging scrolls; ink on silk,Paintings,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Bamboo,https://images.metmuseum.org/CRDImages/as/original/DP276881.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP276881.jpg,https://www.metmuseum.org/art/collection/search/49068,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
42115,Decorative pendant with the Five Offerings,Decorative pendant,China,Ming dynasty (1368–1644),1400,1433,,,,,Silk and metal thread embroidery on silk satin,Textiles-Embroidered,"Purchase, Joseph E. Hotung Gift, 1989",Lotuses,https://images.metmuseum.org/CRDImages/as/original/DP-40639-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-40639-001.jpg,https://www.metmuseum.org/art/collection/search/42115,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Purchase, Joseph E. Hotung Gift, 1989"
436896,Portrait of a Woman with a Man at a Casement,Painting,,,1435,1445,,,,,Tempera on wood,Paintings,"Marquand Collection, Gift of Henry G. Marquand, 1889",Men; Portraits; Profiles; Women,https://images.metmuseum.org/CRDImages/ep/original/DP159891.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP159891.jpg,https://www.metmuseum.org/art/collection/search/436896,True,The Metropolitan Museum of Art Collection API,Buddhist; China,European Paintings,,,"Marquand Collection, Gift of Henry G. Marquand, 1889"
53189,Seiryū Gongen,Hanging scroll,Japan,Nanbokuchō period (1336–92),1150,1450,,,,,Hanging scroll; ink and color on silk,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Women; Deities,https://images.metmuseum.org/CRDImages/as/original/DP-12232-014.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-014.jpg,https://www.metmuseum.org/art/collection/search/53189,True,The Metropolitan Museum of Art Collection API,Buddhist; Sutra; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
266450,Elliot Marbles and Other Sculpture from the Central Museum Madras: Group 26,Photograph,,,1858,1858,,,,,Albumen silver print from dry collodion on glass negative,Photographs,"Purchase, Cynthia Hazen Polsky Gift and The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1991",Sculpture,https://images.metmuseum.org/CRDImages/ph/original/DP300688.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP300688.jpg,https://www.metmuseum.org/art/collection/search/266450,True,The Metropolitan Museum of Art Collection API,Buddhist; Bodhisattva; Avalokiteshvara; Stupa; India,Photographs,,,"Purchase, Cynthia Hazen Polsky Gift and The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1991"
853191,Rush-Sandal Chen (Chen Puxie),Hanging scroll,Japan,Muromachi period (1392–1573),1467,1499,,,,,Hanging scroll; ink on paper,Paintings,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2021",,https://images.metmuseum.org/CRDImages/as/original/DP-24405-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-24405-002.jpg,https://www.metmuseum.org/art/collection/search/853191,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2021"
845128,Chinese poem on seeking a reclusive life in the mountains,Hanging scroll,Japan,Edo period (1615–1868),1634,1666,,,,,Hanging scroll; ink on paper,Calligraphy,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2020",,https://images.metmuseum.org/CRDImages/as/original/DP-21861-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-21861-002.jpg,https://www.metmuseum.org/art/collection/search/845128,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2020"
671043,“Paintings by Taigadō with Colophons”,Album,Japan,Edo period (1615–1868),1776,1833,,,,,Album,Calligraphy,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",,https://images.metmuseum.org/CRDImages/as/original/2015_300_248_S1_Burke.jpg,https://images.metmuseum.org/CRDImages/as/web-large/2015_300_248_S1_Burke.jpg,https://www.metmuseum.org/art/collection/search/671043,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
53455,Pine Tree and Calligraphy,Hanging scrolls,Japan,Edo period (1615–1868),1767,1807,,,,,Album leaves mounted as hanging scrolls; ink on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Trees,https://images.metmuseum.org/CRDImages/as/original/DP357987.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP357987.jpg,https://www.metmuseum.org/art/collection/search/53455,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
670540,Mountain and Calligraphy,Hanging scrolls,Japan,Edo period (1615–1868),1723,1851,,,,,Album leaves mounted as hanging scrolls; ink on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Mountains,https://images.metmuseum.org/CRDImages/as/original/DP-12232-175.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-175.jpg,https://www.metmuseum.org/art/collection/search/670540,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
670541,Fishing Boat on Reed Covered Bank and Calligraphy,Hanging scrolls,Japan,Edo period (1615–1868),1723,1826,,,,,Album leaves mounted as hanging scrolls; ink on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Boats; Calligraphy,https://images.metmuseum.org/CRDImages/as/original/DP-12232-182.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-182.jpg,https://www.metmuseum.org/art/collection/search/670541,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
670542,Evening Glow in a Mountain Village and Calligraphy,Hanging scrolls,Japan,Edo period (1615–1868),1767,1833,,,,,Album leaves mounted as hanging scrolls; ink on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP-12232-187.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-187.jpg,https://www.metmuseum.org/art/collection/search/670542,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
670981,Oxherding,Hanging scroll,Japan,Muromachi period (1392–1573),1400,1449,,,,,Hanging scroll; ink on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Boys; Ox,https://images.metmuseum.org/CRDImages/as/original/DP-12232-034.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-034.jpg,https://www.metmuseum.org/art/collection/search/670981,True,The Metropolitan Museum of Art Collection API,Buddhist; Bodhisattva; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
36033,One hundred water buffalo,Handscroll,China,Southern Song (1127–1279) or Yuan (1271–1368) dynasty,1200,1299,,,,,Handscroll; ink on paper,Paintings,"Rogers Fund, 1918",Buffalos; Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP166575_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP166575_CRD.jpg,https://www.metmuseum.org/art/collection/search/36033,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Rogers Fund, 1918"
53237,Pheasants among Trees: Flowers of the Four Seasons,Hanging scrolls,Japan,Muromachi (1392–1573),1560,1569,,,,,"Pair of hanging scrolls; ink, color, and gold on paper",Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Pheasants; Trees,https://images.metmuseum.org/CRDImages/as/original/DP361140.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP361140.jpg,https://www.metmuseum.org/art/collection/search/53237,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
688517,Chōmeiji Temple Pilgrimage Mandala,Screen,Japan,Muromachi period (1392–1573),1550,1575,,,,,"Hanging scroll remounted as a two-panel folding screen; ink, color, gofun (ground shell pigment), and gold on paper",Paintings,"Purchase, Sue Cassidy Clark Gift, in honor of D. Max Moerman, 2016",Temples; Men; Boats,https://images.metmuseum.org/CRDImages/as/original/DP-12438-003.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12438-003.jpg,https://www.metmuseum.org/art/collection/search/688517,True,The Metropolitan Museum of Art Collection API,Buddhist; Bodhisattva; Mandala; Sutra; Ritual,Asian Art,,,"Purchase, Sue Cassidy Clark Gift, in honor of D. Max Moerman, 2016"
53226,Two Views from the Eight Views of the Xiao and Xiang Rivers,Hanging scrolls,Japan,Muromachi period (1392–1573),1500,1533,,,,,Pair of hanging scrolls; ink and color on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Rivers; Mountains; Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP700764_crd.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP700764_crd.jpg,https://www.metmuseum.org/art/collection/search/53226,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
39931,Landscapes,Album,China,Qing dynasty (1644–1911),1667,1693,,,,,Album of twelve leaves; ink on paper,Paintings,"Purchase, The Dillon Fund Gift, 1989",Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP160517.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP160517.jpg,https://www.metmuseum.org/art/collection/search/39931,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Purchase, The Dillon Fund Gift, 1989"
670887,A Line from the Chinese Poem “Grasses” by Bai Juyi,Hanging scroll,Japan,,1600,1799,,,,,Hanging scroll; ink on paper,Calligraphy,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Poetry; Calligraphy,https://images.metmuseum.org/CRDImages/as/original/DP-12232-297.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-297.jpg,https://www.metmuseum.org/art/collection/search/670887,True,The Metropolitan Museum of Art Collection API,Buddhist; Sutra,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
53013,"""Kogō"" and ""The Imperial Procession to Ōhara"", from The Tale of the Heike (Heike monogatari)",Screens,Japan,Edo period (1615–1868),1600,1635,,,,,"Pair of six-panel folding screens; ink, color, gold and gold leaf on paper",Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Trees,https://images.metmuseum.org/CRDImages/as/original/DP704873.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP704873.jpg,https://www.metmuseum.org/art/collection/search/53013,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
45258,Bamboo in the Four Seasons,Screens,Japan,Muromachi period (1392–1573),1480,1525,,,,,"Pair of six-panel screens; ink, color, and gold leaf on paper",Paintings,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Bamboo,https://images.metmuseum.org/CRDImages/as/original/DT1607.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT1607.jpg,https://www.metmuseum.org/art/collection/search/45258,True,The Metropolitan Museum of Art Collection API,Buddhist,Asian Art,,,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975"
829379,Herdboys and Buffalos,Hanging scroll,Japan,Kamakura  (1185–1333)–Nanbokuchō period (1336–1392),1400,1499,,,,,Hanging scroll; ink on paper,Paintings,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2019",Buffalos,https://images.metmuseum.org/CRDImages/as/original/DP-20030-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-20030-002.jpg,https://www.metmuseum.org/art/collection/search/829379,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2019"
39959,A Diplomatic Mission to the Jin,Handscroll,China,Jin dynasty (1115–1234),1156,1159,,,,,Handscroll; ink and color on silk,Paintings,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",Mountains; Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP165265_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP165265_CRD.jpg,https://www.metmuseum.org/art/collection/search/39959,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982"
53213,Herd Boy with Ox,Hanging scroll,Japan,Muromachi period (1392–1573),1467,1499,,,,,Folding fan mounted as a hanging scroll; ink and gold on paper,Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Boys; Ox,https://images.metmuseum.org/CRDImages/as/original/DP700727.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP700727.jpg,https://www.metmuseum.org/art/collection/search/53213,True,The Metropolitan Museum of Art Collection API,Buddhist; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
61658,Bodhisattva Avalokiteshvara (Guanyin),Figure,China,Yuan dynasty (1271–1368),1282,1282,,,,,Wood (wiillow) with traces of pigment; single woodblock construction,Sculpture,"Purchase, Joseph Pulitzer Bequest, 1934",Buddhism; Avalokiteshvara; Bodhisattvas,https://images.metmuseum.org/CRDImages/as/original/DP223478.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP223478.jpg,https://www.metmuseum.org/art/collection/search/61658,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Avalokiteshvara; Guanyin; Tibet; China,Asian Art,,,"Purchase, Joseph Pulitzer Bequest, 1934"
39092,Bodhisattva  Avaolkiteshvara,Figure,Western Cambodia,pre-Angkor period,650,733,,,,,Copper alloy,Sculpture,"Rogers Fund, 1987",Buddhism; Avalokiteshvara; Bodhisattvas,https://images.metmuseum.org/CRDImages/as/original/LK.1987.145_DP301229r1_25AA.jpg,https://images.metmuseum.org/CRDImages/as/web-large/LK.1987.145_DP301229r1_25AA.jpg,https://www.metmuseum.org/art/collection/search/39092,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Avalokiteshvara,Asian Art,,,"Rogers Fund, 1987"
39054,Seated Female Deity Holding a Conch and Branch (?),Figurine,"Indonesia (Java, Ngandjuk)",Eastern Javanese period,976,1049,,,,,Bronze,Sculpture,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Deities,https://images.metmuseum.org/CRDImages/as/original/262096.jpg,https://images.metmuseum.org/CRDImages/as/web-large/262096.jpg,https://www.metmuseum.org/art/collection/search/39054,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Mandala,Asian Art,,,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
39046,Seated Male Deity Supporting a Vajra on His Finger,Figurine,"Indonesia (Java, Ngandjuk)",Eastern Javanese period,976,1049,,,,,Bronze,Sculpture,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Deities,https://images.metmuseum.org/CRDImages/as/original/264842.jpg,https://images.metmuseum.org/CRDImages/as/web-large/264842.jpg,https://www.metmuseum.org/art/collection/search/39046,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Vajra; Mandala,Asian Art,,,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
39048,Seated Male Deity Holding Two Ritual Objects,Figurine,"Indonesia (Java, Ndangjuk)",Eastern Javanese period,976,1049,,,,,Bronze,Sculpture,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Deities,https://images.metmuseum.org/CRDImages/as/original/262095.jpg,https://images.metmuseum.org/CRDImages/as/web-large/262095.jpg,https://www.metmuseum.org/art/collection/search/39048,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Mandala; Ritual,Asian Art,,,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
39047,Seated Male Deity Holding a Cuirass (Chest Armour),Figurine,"Indonesia (Java, Ngandjuk)",Eastern Javanese period,976,1049,,,,,Bronze,Sculpture,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Deities,https://images.metmuseum.org/CRDImages/as/original/262094.jpg,https://images.metmuseum.org/CRDImages/as/web-large/262094.jpg,https://www.metmuseum.org/art/collection/search/39047,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Mandala,Asian Art,,,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
37804,"Mandala of Manjuvajra, Tantric Form of the Bodhisattva Manjushri",Thangka,Tibet,,1371,1399,,,,,Distemper on cloth,Paintings,"Rogers Fund, 1977",Buddhism; Bodhisattvas; Manjushri,https://images.metmuseum.org/CRDImages/as/original/DP340770.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP340770.jpg,https://www.metmuseum.org/art/collection/search/37804,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Tara; Vajra; Mandala; Ritual; Tibet; China,Asian Art,,,"Rogers Fund, 1977"
44849,"“Universal Gateway,” Chapter 25 of the Lotus Sutra",Handscroll,Japan,Kamakura period (1185–1333),1257,1257,,,,,"Handscroll; ink, color, and gold on paper",Paintings,"Purchase, Louisa Eldridge McBurney Gift, 1953",Buddhism; Bodhisattvas,https://images.metmuseum.org/CRDImages/as/original/DP232567_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP232567_CRD.jpg,https://www.metmuseum.org/art/collection/search/44849,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Avalokiteshvara; Sutra; China,Asian Art,,,"Purchase, Louisa Eldridge McBurney Gift, 1953"
37807,"Yamantaka, Destroyer of the God of Death",Thangka,Tibet,,1700,1733,,,,,Distemper on cloth,Paintings,"Purchase, Florance Waterbury Bequest, 1969",Skulls; Men; Buddhism; Deities,https://images.metmuseum.org/CRDImages/as/original/DP-38893-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-38893-001.jpg,https://www.metmuseum.org/art/collection/search/37807,True,The Metropolitan Museum of Art Collection API,Bodhisattva; Tibet; China,Asian Art,,,"Purchase, Florance Waterbury Bequest, 1969"
857956,Mother and her Children in Front of a Freestanding Screen of a Chinese Lion,Print,Japan,Edo period (1615–1868),1786,1786,,,,,Woodblock print (surimono); ink and color on paper,Prints,"Purchase, Friends of Asian Art Gifts, 2022",,https://images.metmuseum.org/CRDImages/as/original/DP-24982-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-24982-001.jpg,https://www.metmuseum.org/art/collection/search/857956,True,The Metropolitan Museum of Art Collection API,Bodhisattva; China,Asian Art,,,"Purchase, Friends of Asian Art Gifts, 2022"
53194,The Tale of Sumiyoshi,Hanging scrolls,Japan,Kamakura period (1185–1333),1267,1299,,,,,"a) Painting section from a handscroll mounted as a hanging scroll; ink and color on paper
b) Calligraphy from handscroll section mounted as a hanging scroll; ink on paper",Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Men; Horses,https://images.metmuseum.org/CRDImages/as/original/DP361137.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP361137.jpg,https://www.metmuseum.org/art/collection/search/53194,True,The Metropolitan Museum of Art Collection API,Bodhisattva,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
205883,Guanyin,Figure,,,1710,1713,,,,,Red stoneware with gilding,Ceramics-Pottery,"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",Buddhism; Bodhisattvas,https://images.metmuseum.org/CRDImages/es/original/DP352550.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP352550.jpg,https://www.metmuseum.org/art/collection/search/205883,True,The Metropolitan Museum of Art Collection API,Guanyin; China,European Sculpture and Decorative Arts,,,"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973"
849496,Goddess Tara,,"West Bengal, Calcutta",,1870,1895,,,,,"Lithograph, printed in black with hand-coloring with watercolor and selectively applied glaze",Prints,"Purchase, Robert and Bobbie Falk Philanthropic Fund Gift, 2021",,https://images.metmuseum.org/CRDImages/as/original/DP-22739-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-22739-001.jpg,https://www.metmuseum.org/art/collection/search/849496,True,The Metropolitan Museum of Art Collection API,Tara; India,Asian Art,,,"Purchase, Robert and Bobbie Falk Philanthropic Fund Gift, 2021"
325818,Necklace with the head of the Egyptian god Bes,Necklace,Achaemenid,Achaemenid,-600,-300,,Iran,,,Gold,,"Dodge Fund, 1965",Bes; Horses,https://images.metmuseum.org/CRDImages/an/original/DP-41780-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-41780-001.jpg,https://www.metmuseum.org/art/collection/search/325818,True,The Metropolitan Museum of Art Collection API,Tara,Ancient West Asian Art,,,"Dodge Fund, 1965"
499720,Home is a Foreign Place,Print,,,1999,1999,,,,,"Portfolio of 36 woodcut, printed chine collé with pen and black ink on paper",Prints,"Purchase, The George Economou Collection Gift, 2013",,,,https://www.metmuseum.org/art/collection/search/499720,False,The Metropolitan Museum of Art Collection API,Mandala; India,Modern and Contemporary Art,,,"Purchase, The George Economou Collection Gift, 2013"
76970,PixCell-Deer#24,Taxidermied deer,Japan,Heisei period (1989–2019),2011,2011,,,,,Mixed media; taxidermied deer with artificial crystal glass,Sculpture,"Purchase, Acquisitions Fund and cGift, 2011",Deer,,,https://www.metmuseum.org/art/collection/search/76970,False,The Metropolitan Museum of Art Collection API,Mandala,Asian Art,,,"Purchase, Acquisitions Fund and cGift, 2011"
40516,Reading a sutra by moonlight,Hanging scroll,China,Yuan dynasty (1271–1368),1322,1337,,,,,Hanging scroll; ink on paper,Paintings,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",Men; Reading,https://images.metmuseum.org/CRDImages/as/original/DP123749.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP123749.jpg,https://www.metmuseum.org/art/collection/search/40516,True,The Metropolitan Museum of Art Collection API,Sutra; China,Asian Art,,,"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982"
53429,Cherry Blossom Viewing at Itsukushima and Yoshino,Screens,Japan,Edo period (1615–1868),1520,1750,,,,,"Pair of six-panel folding screens; ink, color, and gold leaf on paper",Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Houses; Trees,https://images.metmuseum.org/CRDImages/as/original/DP362588.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP362588.jpg,https://www.metmuseum.org/art/collection/search/53429,True,The Metropolitan Museum of Art Collection API,Sutra; China,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
53242,"“Butterflies” (Kochō), from the Tale of Genji",Screen,Japan,Momoyama period (1573–1615),1567,1613,,,,,"Six-panel folding screen; ink, color, gold, and gold leaf on paper",Paintings,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Men; Women; Trees; Boats,https://images.metmuseum.org/CRDImages/as/original/DP362565.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP362565.jpg,https://www.metmuseum.org/art/collection/search/53242,True,The Metropolitan Museum of Art Collection API,Sutra,Asian Art,,,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015"
60435,Section of the Dream Diary (Yume no ki),Hanging scroll,Japan,Kamakura period (1185–1333),1225,1225,,,,,Hanging scroll; ink on paper,Calligraphy,"Gift of Sylvan Barnet and William Burto, in honor of Saretta and Howard Barnet, 2014",,https://images.metmuseum.org/CRDImages/as/original/DP700719.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP700719.jpg,https://www.metmuseum.org/art/collection/search/60435,True,The Metropolitan Museum of Art Collection API,Sutra,Asian Art,,,"Gift of Sylvan Barnet and William Burto, in honor of Saretta and Howard Barnet, 2014"
902215,Three Poetic Verses of Teaching by Ikkyū Given to His Disciples,Hanging scroll,Japan,,1468,1499,,,,,Hanging scroll; ink on paper,Calligraphy,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2024",,https://images.metmuseum.org/CRDImages/as/original/DP-32431-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-32431-002.jpg,https://www.metmuseum.org/art/collection/search/902215,True,The Metropolitan Museum of Art Collection API,Sutra,Asian Art,,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2024"
